tf,motif,percentile,fold,metric,value
MEF2C,shape_and_jaspar,,2,aupr,0.52992282360706
MEF2C,shape_and_jaspar,,3,aupr,0.5550694393993152
MEF2C,shape_and_jaspar,,4,aupr,0.5278655370202144
MEF2C,shape_and_seq_no_lasso,,main,aupr,0.6588926175571566
MEF2C,shape_and_seq_no_lasso,,0,aupr,0.6052937974070149
MEF2C,shape_and_seq_no_lasso,,1,aupr,0.6742905086207578
MEF2C,shape_and_seq_no_lasso,,2,aupr,0.6298362202639707
MEF2C,shape_and_seq_no_lasso,,3,aupr,0.6341189208948
MEF2C,shape_and_seq_no_lasso,,4,aupr,0.6161533111089925
NFIC,seq,,main,aupr,0.5373093014012277
NFIC,seq,,0,aupr,0.4703686495324546
NFIC,seq,,1,aupr,0.4440810788126037
NFIC,seq,,2,aupr,0.4600674824177417
NFIC,seq,,3,aupr,0.41183643526595476
NFIC,seq,,4,aupr,0.5163543275924787
NFIC,shape,,main,aupr,0.4933432519206513
NFIC,shape,,0,aupr,0.3835345717234262
NFIC,shape,,1,aupr,0.3940936294531427
NFIC,shape,,2,aupr,0.47319852941176477
NFIC,shape,,3,aupr,0.4050570557491289
NFIC,shape,,4,aupr,0.4102444695827049
NFIC,shape_and_seq,,main,aupr,0.5790987564295832
NFIC,shape_and_seq,,0,aupr,0.5846704046105782
NFIC,shape_and_seq,,1,aupr,0.5127668370655915
NFIC,shape_and_seq,,2,aupr,0.4130882996762053
NFIC,shape_and_seq,,3,aupr,0.4501322610913578
NFIC,shape_and_seq,,4,aupr,0.6550919568092515
NFIC,jaspar,,main,aupr,
NFIC,jaspar,,0,aupr,
NFIC,jaspar,,1,aupr,
NFIC,jaspar,,2,aupr,
NFIC,jaspar,,3,aupr,
NFIC,jaspar,,4,aupr,
NFIC,shape_and_jaspar,,main,aupr,0.3703817307367038
NFIC,shape_and_jaspar,,0,aupr,0.3285378812711797
NFIC,shape_and_jaspar,,1,aupr,0.2863953505034137
NFIC,shape_and_jaspar,,2,aupr,0.35767597466937573
NFIC,shape_and_jaspar,,3,aupr,0.36021986604990086
NFIC,shape_and_jaspar,,4,aupr,0.30851287952891115
NFIC,shape_and_seq_no_lasso,,main,aupr,0.5909010828209142
NFIC,shape_and_seq_no_lasso,,0,aupr,0.4811181023479534
NFIC,shape_and_seq_no_lasso,,1,aupr,0.47874723630654026
NFIC,shape_and_seq_no_lasso,,2,aupr,0.4806700434761561
NFIC,shape_and_seq_no_lasso,,3,aupr,0.4956691716299852
NFIC,shape_and_seq_no_lasso,,4,aupr,0.5222164007581019
NR2F2,seq,,main,aupr,0.6002694858652251
NR2F2,seq,,0,aupr,0.490731466976216
NR2F2,seq,,1,aupr,0.6082690628798072
NR2F2,seq,,2,aupr,0.6437604902198677
NR2F2,seq,,3,aupr,0.5928423459613501
NR2F2,seq,,4,aupr,0.5906496480802637
NR2F2,shape,,main,aupr,0.532785458228688
NR2F2,shape,,0,aupr,0.5701824817518248
NR2F2,shape,,1,aupr,0.516875
NR2F2,shape,,2,aupr,0.43396874583499934
NR2F2,shape,,3,aupr,0.43786764705882353
NR2F2,shape,,4,aupr,0.37746684350132625
NR2F2,shape_and_seq,,main,aupr,0.6489649770221472
NR2F2,shape_and_seq,,0,aupr,0.6281477118364707
NR2F2,shape_and_seq,,1,aupr,0.5551796790063537
NR2F2,shape_and_seq,,2,aupr,0.5954000109990238
NR2F2,shape_and_seq,,3,aupr,0.5782581686133668
NR2F2,shape_and_seq,,4,aupr,0.5928675855523674
NR2F2,jaspar,,main,aupr,0.47869632899049963
NR2F2,jaspar,,0,aupr,0.4713825672297153
NR2F2,jaspar,,1,aupr,0.4654316557403084
NR2F2,jaspar,,2,aupr,0.5274822035482218
NR2F2,jaspar,,3,aupr,0.537998184597243
NR2F2,jaspar,,4,aupr,0.5141243078414951
NR2F2,shape_and_jaspar,,main,aupr,0.5527393144855959
NR2F2,shape_and_jaspar,,0,aupr,0.5695400987546008
NR2F2,shape_and_jaspar,,1,aupr,0.5753441220003279
NR2F2,shape_and_jaspar,,2,aupr,0.635398684199844
NR2F2,shape_and_jaspar,,3,aupr,0.48168449894935117
NR2F2,shape_and_jaspar,,4,aupr,0.5264806585602738
NR2F2,shape_and_seq_no_lasso,,main,aupr,0.6296935092611603
NR2F2,shape_and_seq_no_lasso,,0,aupr,0.5937637112377459
NR2F2,shape_and_seq_no_lasso,,1,aupr,0.6630072311491109
NR2F2,shape_and_seq_no_lasso,,2,aupr,0.6916533515458747
NR2F2,shape_and_seq_no_lasso,,3,aupr,0.5693445392242596
NR2F2,shape_and_seq_no_lasso,,4,aupr,0.5583635899165725
PBX3,seq,,main,aupr,0.7403510483995677
PBX3,seq,,0,aupr,0.6970823795645515
PBX3,seq,,1,aupr,0.7485096946744864
PBX3,seq,,2,aupr,0.7141971130188942
PBX3,seq,,3,aupr,0.6788703463398706
PBX3,seq,,4,aupr,0.7322816688956053
PBX3,shape,,main,aupr,0.6981117958285736
PBX3,shape,,0,aupr,0.6676605150464529
PBX3,shape,,1,aupr,0.7746488759039337
PBX3,shape,,2,aupr,0.6872201492537313
PBX3,shape,,3,aupr,0.6876927905308465
PBX3,shape,,4,aupr,0.6918102023957042
PBX3,shape_and_seq,,main,aupr,0.8274209995322671
PBX3,shape_and_seq,,0,aupr,0.8189420378110635
PBX3,shape_and_seq,,1,aupr,0.7510049312685336
PBX3,shape_and_seq,,2,aupr,0.817169551596979
PBX3,shape_and_seq,,3,aupr,0.8293866660929934
PBX3,shape_and_seq,,4,aupr,0.803063545165099
PBX3,jaspar,,main,aupr,0.510363336606522
PBX3,jaspar,,0,aupr,0.5423370556263134
PBX3,jaspar,,1,aupr,0.4936658206834793
PBX3,jaspar,,2,aupr,0.5417034288656727
PBX3,jaspar,,3,aupr,0.5022450155527165
PBX3,jaspar,,4,aupr,0.490731466976216
PBX3,shape_and_jaspar,,main,aupr,0.7733145840395634
PBX3,shape_and_jaspar,,0,aupr,0.7535792359919299
PBX3,shape_and_jaspar,,1,aupr,0.6826353546344238
PBX3,shape_and_jaspar,,2,aupr,0.7624021130479305
PBX3,shape_and_jaspar,,3,aupr,0.7749358449425242
PBX3,shape_and_jaspar,,4,aupr,0.7333935473843773
PBX3,shape_and_seq_no_lasso,,main,aupr,0.8166746113933415
PBX3,shape_and_seq_no_lasso,,0,aupr,0.8099134970051179
PBX3,shape_and_seq_no_lasso,,1,aupr,0.777008005003979
PBX3,shape_and_seq_no_lasso,,2,aupr,0.7564650152793342
PBX3,shape_and_seq_no_lasso,,3,aupr,0.7920888362086462
PBX3,shape_and_seq_no_lasso,,4,aupr,0.8022834101668279
POU5F1,seq,,main,aupr,0.6167774234688674
POU5F1,seq,,0,aupr,0.3841627902587974
POU5F1,seq,,1,aupr,0.6189475077183703
POU5F1,seq,,2,aupr,0.5188549539182025
POU5F1,seq,,3,aupr,0.5779812270716314
POU5F1,seq,,4,aupr,0.5891614460539595
POU5F1,shape,,main,aupr,0.8564214059245594
POU5F1,shape,,0,aupr,0.8470165464081602
POU5F1,shape,,1,aupr,0.8209019565544379
POU5F1,shape,,2,aupr,0.8357760343023959
POU5F1,shape,,3,aupr,0.8433319026009551
POU5F1,shape,,4,aupr,0.7866258375209381
POU5F1,shape_and_seq,,main,aupr,0.8564753810784587
POU5F1,shape_and_seq,,0,aupr,0.8174456662144967
POU5F1,shape_and_seq,,1,aupr,0.8270069983118469
POU5F1,shape_and_seq,,2,aupr,0.8632554917039754
POU5F1,shape_and_seq,,3,aupr,0.8361689174171135
POU5F1,shape_and_seq,,4,aupr,0.8261855849501165
POU5F1,jaspar,,main,aupr,
POU5F1,jaspar,,0,aupr,
POU5F1,jaspar,,1,aupr,
POU5F1,jaspar,,2,aupr,
POU5F1,jaspar,,3,aupr,
POU5F1,jaspar,,4,aupr,
POU5F1,shape_and_jaspar,,main,aupr,0.8126726835855864
POU5F1,shape_and_jaspar,,0,aupr,0.850730731916414
POU5F1,shape_and_jaspar,,1,aupr,0.7552630252848701
POU5F1,shape_and_jaspar,,2,aupr,0.848239025537409
POU5F1,shape_and_jaspar,,3,aupr,0.8159956584549866
POU5F1,shape_and_jaspar,,4,aupr,0.8166284472451877
POU5F1,shape_and_seq_no_lasso,,main,aupr,0.8444130723665142
POU5F1,shape_and_seq_no_lasso,,0,aupr,0.8544757407736905
POU5F1,shape_and_seq_no_lasso,,1,aupr,0.8824910954154432
POU5F1,shape_and_seq_no_lasso,,2,aupr,0.8441568032362388
POU5F1,shape_and_seq_no_lasso,,3,aupr,0.8985878890697451
POU5F1,shape_and_seq_no_lasso,,4,aupr,0.8538171193008136
POU2F2,seq,,main,aupr,0.6460739277846804
POU2F2,seq,,0,aupr,0.6794535494419062
POU2F2,seq,,1,aupr,0.6789545956547479
POU2F2,seq,,2,aupr,0.6687529272967829
POU2F2,seq,,3,aupr,0.6099753784580427
POU2F2,seq,,4,aupr,0.634994259302126
POU2F2,shape,,main,aupr,0.7159037643190473
POU2F2,shape,,0,aupr,0.6950229356122422
POU2F2,shape,,1,aupr,0.6879298510530232
POU2F2,shape,,2,aupr,0.6768082524271846
POU2F2,shape,,3,aupr,0.681712962962963
POU2F2,shape,,4,aupr,0.7083223684210527
POU2F2,shape_and_seq,,main,aupr,0.7488410109544538
POU2F2,shape_and_seq,,0,aupr,0.6647618093662754
POU2F2,shape_and_seq,,1,aupr,0.7056121698297405
POU2F2,shape_and_seq,,2,aupr,0.7512553781367552
POU2F2,shape_and_seq,,3,aupr,0.6492869402090494
POU2F2,shape_and_seq,,4,aupr,0.7634916140271358
POU2F2,jaspar,,main,aupr,0.5281513250720651
POU2F2,jaspar,,0,aupr,0.5743886718817097
POU2F2,jaspar,,1,aupr,0.5202890989009761
POU2F2,jaspar,,2,aupr,0.4753495891862727
POU2F2,jaspar,,3,aupr,0.537998184597243
POU2F2,jaspar,,4,aupr,0.5492581812165351
POU2F2,shape_and_jaspar,,main,aupr,0.6902642370187946
POU2F2,shape_and_jaspar,,0,aupr,0.6819347646815628
POU2F2,shape_and_jaspar,,1,aupr,0.6545317301099387
POU2F2,shape_and_jaspar,,2,aupr,0.6439403861176116
POU2F2,shape_and_jaspar,,3,aupr,0.6061693553974715
POU2F2,shape_and_jaspar,,4,aupr,0.5877150460756693
POU2F2,shape_and_seq_no_lasso,,main,aupr,0.7342947723187826
POU2F2,shape_and_seq_no_lasso,,0,aupr,0.6306754695836179
POU2F2,shape_and_seq_no_lasso,,1,aupr,0.746564542719598
POU2F2,shape_and_seq_no_lasso,,2,aupr,0.6903062208333527
POU2F2,shape_and_seq_no_lasso,,3,aupr,0.7141103356288794
POU2F2,shape_and_seq_no_lasso,,4,aupr,0.6332804397433338
ZEB1,seq,,main,aupr,0.5935603066772198
ZEB1,seq,,0,aupr,0.5806615983679484
ZEB1,seq,,1,aupr,0.5768963114195799
ZEB1,seq,,2,aupr,0.5806899126802822
ZEB1,seq,,3,aupr,0.6341999498162161
ZEB1,seq,,4,aupr,0.598820301484538
ZEB1,shape,,main,aupr,0.5873870773889428
ZEB1,shape,,0,aupr,0.6164218385051718
ZEB1,shape,,1,aupr,0.5858240843507214
ZEB1,shape,,2,aupr,0.5898239587805926
ZEB1,shape,,3,aupr,0.5209224683544303
ZEB1,shape,,4,aupr,0.5631817431495543
ZEB1,shape_and_seq,,main,aupr,0.6781071810533922
ZEB1,shape_and_seq,,0,aupr,0.7329525968169334
ZEB1,shape_and_seq,,1,aupr,0.6891208019145413
ZEB1,shape_and_seq,,2,aupr,0.666106711131899
ZEB1,shape_and_seq,,3,aupr,0.6407739656057253
ZEB1,shape_and_seq,,4,aupr,0.6229308093211496
ZEB1,jaspar,,main,aupr,0.5290095591846842
ZEB1,jaspar,,0,aupr,0.5206714945941988
ZEB1,jaspar,,1,aupr,0.5486356919970768
ZEB1,jaspar,,2,aupr,0.5390452215008174
ZEB1,jaspar,,3,aupr,0.5292596250754223
ZEB1,jaspar,,4,aupr,0.5052011637000531
ZEB1,shape_and_jaspar,,main,aupr,0.6364934163061462
ZEB1,shape_and_jaspar,,0,aupr,0.5580061403245874
ZEB1,shape_and_jaspar,,1,aupr,0.6189803645265298
ZEB1,shape_and_jaspar,,2,aupr,0.6769901880609133
ZEB1,shape_and_jaspar,,3,aupr,0.6389890483843934
ZEB1,shape_and_jaspar,,4,aupr,0.5639656870527764
ZEB1,shape_and_seq_no_lasso,,main,aupr,0.6779906341084998
ZEB1,shape_and_seq_no_lasso,,0,aupr,0.6643491336015853
ZEB1,shape_and_seq_no_lasso,,1,aupr,0.6521349079036101
ZEB1,shape_and_seq_no_lasso,,2,aupr,0.6582313780508584
ZEB1,shape_and_seq_no_lasso,,3,aupr,0.68782663736024
ZEB1,shape_and_seq_no_lasso,,4,aupr,0.6644549769102321
ZBTB33,seq,,main,aupr,0.7165917185691378
ZBTB33,seq,,0,aupr,0.6884420024681773
ZBTB33,seq,,1,aupr,0.7214885680074135
ZBTB33,seq,,2,aupr,0.7316774988728529
ZBTB33,seq,,3,aupr,0.6568563808140101
ZBTB33,seq,,4,aupr,0.707296505372409
ZBTB33,shape,,main,aupr,0.8240475146198829
ZBTB33,shape,,0,aupr,0.8194349219620959
ZBTB33,shape,,1,aupr,0.7987830431979368
ZBTB33,shape,,2,aupr,0.7461653477191625
ZBTB33,shape,,3,aupr,0.8420900478696225
ZBTB33,shape,,4,aupr,0.8220429104477612
ZBTB33,shape_and_seq,,main,aupr,0.8003014596171184
ZBTB33,shape_and_seq,,0,aupr,0.772196454322899
ZBTB33,shape_and_seq,,1,aupr,0.7715544363160173
ZBTB33,shape_and_seq,,2,aupr,0.7517266288639481
ZBTB33,shape_and_seq,,3,aupr,0.7917790830737061
ZBTB33,shape_and_seq,,4,aupr,0.7625806176630581
ZBTB33,jaspar,,main,aupr,0.6177272540111136
ZBTB33,jaspar,,0,aupr,0.5982874747024461
ZBTB33,jaspar,,1,aupr,0.6461946108011113
ZBTB33,jaspar,,2,aupr,0.6758170037221597
ZBTB33,jaspar,,3,aupr,0.5881097445957172
ZBTB33,jaspar,,4,aupr,0.591903036706503
ZBTB33,shape_and_jaspar,,main,aupr,0.8109154029314665
ZBTB33,shape_and_jaspar,,0,aupr,0.8240834829703129
ZBTB33,shape_and_jaspar,,1,aupr,0.7390918730423524
ZBTB33,shape_and_jaspar,,2,aupr,0.8028917470522784
ZBTB33,shape_and_jaspar,,3,aupr,0.8373020998619771
ZBTB33,shape_and_jaspar,,4,aupr,0.745335482106509
ZBTB33,shape_and_seq_no_lasso,,main,aupr,0.8058233123631782
ZBTB33,shape_and_seq_no_lasso,,0,aupr,0.7791788062237037
ZBTB33,shape_and_seq_no_lasso,,1,aupr,0.7922030296224916
ZBTB33,shape_and_seq_no_lasso,,2,aupr,0.8209321479426145
ZBTB33,shape_and_seq_no_lasso,,3,aupr,0.7668228158292193
ZBTB33,shape_and_seq_no_lasso,,4,aupr,0.7589772411145704
YY1,seq,,main,aupr,0.39650215230477176
YY1,seq,,0,aupr,0.4877837614448879
YY1,seq,,1,aupr,0.47948029805993975
YY1,seq,,2,aupr,0.23841998643028542
YY1,seq,,3,aupr,0.548690041434001
YY1,seq,,4,aupr,0.44562302507503165
YY1,shape,,main,aupr,0.8074279610776187
YY1,shape,,0,aupr,0.7548475132339608
YY1,shape,,1,aupr,0.7687174939467312
YY1,shape,,2,aupr,0.7801170933124139
YY1,shape,,3,aupr,0.8080637662693342
YY1,shape,,4,aupr,0.7466050609432962
YY1,shape_and_seq,,main,aupr,0.8085700246947992
YY1,shape_and_seq,,0,aupr,0.8291929880955483
YY1,shape_and_seq,,1,aupr,0.7835744769477847
YY1,shape_and_seq,,2,aupr,0.7472575785728045
YY1,shape_and_seq,,3,aupr,0.7882039040062978
YY1,shape_and_seq,,4,aupr,0.8042537665161782
YY1,jaspar,,main,aupr,0.43963384529587063
YY1,jaspar,,0,aupr,0.43461846148380295
YY1,jaspar,,1,aupr,0.4388924176507807
YY1,jaspar,,2,aupr,0.3960105553316212
YY1,jaspar,,3,aupr,0.49122734885821207
YY1,jaspar,,4,aupr,0.43040242207381374
YY1,shape_and_jaspar,,main,aupr,0.8408472813062211
YY1,shape_and_jaspar,,0,aupr,0.84565867296031
YY1,shape_and_jaspar,,1,aupr,0.7672454888531881
YY1,shape_and_jaspar,,2,aupr,0.8116069409932557
YY1,shape_and_jaspar,,3,aupr,0.7527914418155517
YY1,shape_and_jaspar,,4,aupr,0.7970096609123013
YY1,shape_and_seq_no_lasso,,main,aupr,0.8045364694631457
YY1,shape_and_seq_no_lasso,,0,aupr,0.7914545961129213
YY1,shape_and_seq_no_lasso,,1,aupr,0.7486557423397178
YY1,shape_and_seq_no_lasso,,2,aupr,0.7608095013682972
YY1,shape_and_seq_no_lasso,,3,aupr,0.7832272689766874
YY1,shape_and_seq_no_lasso,,4,aupr,0.7713805389339523
TEAD4,seq,,main,aupr,0.7386443329744506
TEAD4,seq,,0,aupr,0.7676725222566271
TEAD4,seq,,1,aupr,0.7442072594992879
TEAD4,seq,,2,aupr,0.7336491942925777
TEAD4,seq,,3,aupr,0.7418584673989929
TEAD4,seq,,4,aupr,0.7147326656515958
TEAD4,shape,,main,aupr,0.7605419381389003
TEAD4,shape,,0,aupr,0.7431023136234706
TEAD4,shape,,1,aupr,0.6712247264248907
TEAD4,shape,,2,aupr,0.782607677333526
TEAD4,shape,,3,aupr,0.7396574246867502
TEAD4,shape,,4,aupr,0.7798306874398373
TEAD4,shape_and_seq,,main,aupr,0.8508043630127384
TEAD4,shape_and_seq,,0,aupr,0.86026505713383
TEAD4,shape_and_seq,,1,aupr,0.8743654922645884
TEAD4,shape_and_seq,,2,aupr,0.7882801225264149
TEAD4,shape_and_seq,,3,aupr,0.8506686035043232
TEAD4,shape_and_seq,,4,aupr,0.868594101340312
TEAD4,jaspar,,main,aupr,0.6288596700697255
TEAD4,jaspar,,0,aupr,0.5862374135817844
TEAD4,jaspar,,1,aupr,0.6283464301057962
TEAD4,jaspar,,2,aupr,0.6378779509166386
TEAD4,jaspar,,3,aupr,0.6488427702095834
TEAD4,jaspar,,4,aupr,0.6462859089317585
TEAD4,shape_and_jaspar,,main,aupr,0.7925741555218803
TEAD4,shape_and_jaspar,,0,aupr,0.7766465207957111
TEAD4,shape_and_jaspar,,1,aupr,0.8165194380333146
TEAD4,shape_and_jaspar,,2,aupr,0.7994299992759528
TEAD4,shape_and_jaspar,,3,aupr,0.8030445841198413
TEAD4,shape_and_jaspar,,4,aupr,0.7631147937931766
TEAD4,shape_and_seq_no_lasso,,main,aupr,0.8448529683277901
TEAD4,shape_and_seq_no_lasso,,0,aupr,0.8729601962681154
TEAD4,shape_and_seq_no_lasso,,1,aupr,0.8359894607791605
TEAD4,shape_and_seq_no_lasso,,2,aupr,0.8403714132854251
TEAD4,shape_and_seq_no_lasso,,3,aupr,0.8441644800782981
TEAD4,shape_and_seq_no_lasso,,4,aupr,0.8387241659936837
TCF3,seq,,main,aupr,0.5869210224830221
TCF3,seq,,0,aupr,0.6464180445776673
TCF3,seq,,1,aupr,0.588825365734549
TCF3,seq,,2,aupr,0.6020601269380683
TCF3,seq,,3,aupr,0.6369191291318966
TCF3,seq,,4,aupr,0.7056147398777184
TCF3,shape,,main,aupr,0.649613190760389
TCF3,shape,,0,aupr,0.5374709302325582
TCF3,shape,,1,aupr,0.6100321898496242
TCF3,shape,,2,aupr,0.6666149475524477
TCF3,shape,,3,aupr,0.5545994582043344
TCF3,shape,,4,aupr,0.5847454926592544
TCF3,shape_and_seq,,main,aupr,0.6746075629604709
TCF3,shape_and_seq,,0,aupr,0.7080860962710285
TCF3,shape_and_seq,,1,aupr,0.7013998264877009
TCF3,shape_and_seq,,2,aupr,0.7498418042972826
TCF3,shape_and_seq,,3,aupr,0.6911724146986307
TCF3,shape_and_seq,,4,aupr,0.6004558411155015
TCF3,jaspar,,main,aupr,0.431596929365342
TCF3,jaspar,,0,aupr,0.45174724164938235
TCF3,jaspar,,1,aupr,0.4281361785887916
TCF3,jaspar,,2,aupr,0.3930385069625906
TCF3,jaspar,,3,aupr,0.4795928495252447
TCF3,jaspar,,4,aupr,0.4098288052463909
TCF3,shape_and_jaspar,,main,aupr,0.6308933407312387
TCF3,shape_and_jaspar,,0,aupr,0.6376072392662399
TCF3,shape_and_jaspar,,1,aupr,0.5699237910847931
TCF3,shape_and_jaspar,,2,aupr,0.5603455633008723
TCF3,shape_and_jaspar,,3,aupr,0.5929951334142244
TCF3,shape_and_jaspar,,4,aupr,0.602132370654065
TCF3,shape_and_seq_no_lasso,,main,aupr,0.6846654115035985
TCF3,shape_and_seq_no_lasso,,0,aupr,0.6630432638846508
TCF3,shape_and_seq_no_lasso,,1,aupr,0.6976668782407626
TCF3,shape_and_seq_no_lasso,,2,aupr,0.727003623240613
TCF3,shape_and_seq_no_lasso,,3,aupr,0.7055828759270885
TCF3,shape_and_seq_no_lasso,,4,aupr,0.6971510422835824
SRF,seq,,main,aupr,0.7137513921720744
SRF,seq,,0,aupr,0.6172257765650059
SRF,seq,,1,aupr,0.6486578109442259
SRF,seq,,2,aupr,0.7326135134322046
SRF,seq,,3,aupr,0.6637652669689034
SRF,seq,,4,aupr,0.7043669650188508
SRF,shape,,main,aupr,0.5785578219533276
SRF,shape,,0,aupr,0.525241935483871
SRF,shape,,1,aupr,0.468875
SRF,shape,,2,aupr,0.4949909827015091
SRF,shape,,3,aupr,0.48416715628672147
SRF,shape,,4,aupr,0.51234375
SRF,shape_and_seq,,main,aupr,0.801301450786301
SRF,shape_and_seq,,0,aupr,0.819090472032709
SRF,shape_and_seq,,1,aupr,0.8474259723429988
SRF,shape_and_seq,,2,aupr,0.7980681220570192
SRF,shape_and_seq,,3,aupr,0.7627936659223764
SRF,shape_and_seq,,4,aupr,0.8526265979416808
SRF,jaspar,,main,aupr,0.5445347266051754
SRF,jaspar,,0,aupr,0.6117683107326923
SRF,jaspar,,1,aupr,0.5248156407341996
SRF,jaspar,,2,aupr,0.5283094480420889
SRF,jaspar,,3,aupr,0.5094256545938076
SRF,jaspar,,4,aupr,0.5409940477782779
SRF,shape_and_jaspar,,main,aupr,0.7076648826658353
SRF,shape_and_jaspar,,0,aupr,0.655711616016671
SRF,shape_and_jaspar,,1,aupr,0.5796169332977577
SRF,shape_and_jaspar,,2,aupr,0.6915660658957961
SRF,shape_and_jaspar,,3,aupr,0.6360487298548564
SRF,shape_and_jaspar,,4,aupr,0.6331262882269638
SRF,shape_and_seq_no_lasso,,main,aupr,0.8253378664075688
SRF,shape_and_seq_no_lasso,,0,aupr,0.7973191299776993
SRF,shape_and_seq_no_lasso,,1,aupr,0.7690164291172201
SRF,shape_and_seq_no_lasso,,2,aupr,0.710285705887989
SRF,shape_and_seq_no_lasso,,3,aupr,0.8353443998185137
SRF,shape_and_seq_no_lasso,,4,aupr,0.7875491980986503
SP4,seq,,main,aupr,0.6020547439853506
SP4,seq,,0,aupr,0.5367544076790176
SP4,seq,,1,aupr,0.4794488617873566
SP4,seq,,2,aupr,0.5437225119053662
SP4,seq,,3,aupr,0.6388557389248481
SP4,seq,,4,aupr,0.5892945728711378
SP4,shape,,main,aupr,0.7449855091593005
SP4,shape,,0,aupr,0.7452451703681169
SP4,shape,,1,aupr,0.7313937282229965
SP4,shape,,2,aupr,0.6424263656694564
SP4,shape,,3,aupr,0.733849794520548
SP4,shape,,4,aupr,0.7791047273948615
SP4,shape_and_seq,,main,aupr,0.7562097271598688
SP4,shape_and_seq,,0,aupr,0.7050840227428747
SP4,shape_and_seq,,1,aupr,0.6896898974949014
SP4,shape_and_seq,,2,aupr,0.6955192765165368
SP4,shape_and_seq,,3,aupr,0.7353894541868722
SP4,shape_and_seq,,4,aupr,0.7625868154497897
SP4,jaspar,,main,aupr,0.367558750184859
SP4,jaspar,,0,aupr,0.3571849038844834
SP4,jaspar,,1,aupr,0.40090625804366603
SP4,jaspar,,2,aupr,0.32847763895285365
SP4,jaspar,,3,aupr,0.389599539456624
SP4,jaspar,,4,aupr,0.3447406038433049
SP4,shape_and_jaspar,,main,aupr,0.7149499544785591
SP4,shape_and_jaspar,,0,aupr,0.6265837530836794
SP4,shape_and_jaspar,,1,aupr,0.6125463175960576
SP4,shape_and_jaspar,,2,aupr,0.6998892835320972
SP4,shape_and_jaspar,,3,aupr,0.7323951014428172
SP4,shape_and_jaspar,,4,aupr,0.7741374918351682
SP4,shape_and_seq_no_lasso,,main,aupr,0.7682757687949193
SP4,shape_and_seq_no_lasso,,0,aupr,0.7796360490431886
SP4,shape_and_seq_no_lasso,,1,aupr,0.7100258168214174
SP4,shape_and_seq_no_lasso,,2,aupr,0.6503766800658461
SP4,shape_and_seq_no_lasso,,3,aupr,0.6721546135047932
SP4,shape_and_seq_no_lasso,,4,aupr,0.7496107315117805
SP2,seq,,main,aupr,0.6425272570947256
SP2,seq,,0,aupr,0.515717892810652
SP2,seq,,1,aupr,0.6237381711122644
SP2,seq,,2,aupr,0.5910848180861396
SP2,seq,,3,aupr,0.5167740048583015
SP2,seq,,4,aupr,0.5068467904977024
SP2,shape,,main,aupr,0.6289067247499361
SP2,shape,,0,aupr,0.5304223346810456
SP2,shape,,1,aupr,0.6226973696827305
SP2,shape,,2,aupr,0.5936140047432115
SP2,shape,,3,aupr,0.5901642486107573
SP2,shape,,4,aupr,0.583037504194068
SP2,shape_and_seq,,main,aupr,0.8369578041356108
SP2,shape_and_seq,,0,aupr,0.7620220109224185
SP2,shape_and_seq,,1,aupr,0.7722147429188945
SP2,shape_and_seq,,2,aupr,0.7963737496302671
SP2,shape_and_seq,,3,aupr,0.7801340731526963
SP2,shape_and_seq,,4,aupr,0.5974102704714209
SP2,jaspar,,main,aupr,0.4450142686341656
SP2,jaspar,,0,aupr,0.46572408333528814
SP2,jaspar,,1,aupr,0.5066927452423794
SP2,jaspar,,2,aupr,0.4242419776703996
SP2,jaspar,,3,aupr,0.4115962583426349
SP2,jaspar,,4,aupr,0.4290645342546604
SP2,shape_and_jaspar,,main,aupr,0.6975330626744415
SP2,shape_and_jaspar,,0,aupr,0.7170939948975138
SP2,shape_and_jaspar,,1,aupr,0.630255320166444
SP2,shape_and_jaspar,,2,aupr,0.612115909936328
SP2,shape_and_jaspar,,3,aupr,0.5820019231815161
SP2,shape_and_jaspar,,4,aupr,0.625336297861623
SP2,shape_and_seq_no_lasso,,main,aupr,0.8110708348776808
SP2,shape_and_seq_no_lasso,,0,aupr,0.8008269394917136
SP2,shape_and_seq_no_lasso,,1,aupr,0.7662739385988817
SP2,shape_and_seq_no_lasso,,2,aupr,0.7326760822730252
SP2,shape_and_seq_no_lasso,,3,aupr,0.8215578706761659
SP2,shape_and_seq_no_lasso,,4,aupr,0.6970864221418928
SP1,seq,,main,aupr,0.6807516094745921
SP1,seq,,0,aupr,0.6019765966419021
SP1,seq,,1,aupr,0.6954854410377709
SP1,seq,,2,aupr,0.580435213207729
SP1,seq,,3,aupr,0.6648988306438298
SP1,seq,,4,aupr,0.6578444837914634
SP1,shape,,main,aupr,0.680749052756445
SP1,shape,,0,aupr,0.7024050037823276
SP1,shape,,1,aupr,0.6876945657304696
SP1,shape,,2,aupr,0.6808758636205503
SP1,shape,,3,aupr,0.6516631877175236
SP1,shape,,4,aupr,0.7004644350380751
SP1,shape_and_seq,,main,aupr,0.7318048000783806
SP1,shape_and_seq,,0,aupr,0.6224236941743625
SP1,shape_and_seq,,1,aupr,0.7567859347839297
SP1,shape_and_seq,,2,aupr,0.7015376336673359
SP1,shape_and_seq,,3,aupr,0.7159061735105441
SP1,shape_and_seq,,4,aupr,0.6132549473595956
SP1,jaspar,,main,aupr,0.4172004375585072
SP1,jaspar,,0,aupr,0.4107512817333385
SP1,jaspar,,1,aupr,0.4254708258187535
